"id","account","password","name","sex","birth_place_code","area_code","area_detail","phone","emergency_contact_name","emergency_contact_phone","emergency_contact_relationship","is_marry","is_live_alone","is_disability","diseases_history","major_diseases_history","status","birthday","care_level","create_time"
"1142","test114","123456","赵奎庥","0","110000","110105","西坝河东里1栋203室","18092183446","赵燕纾","17612477954","表妹","1","1","0","[""宫颈癌"", ""蛛网膜下腔出血"", ""风疹""]","[""宫颈癌"", ""蛛网膜下腔出血"", ""风疹""]","1","1/4/1932","4","13/4/2022 21:25:58"
"1143","test115","123456","元崇绪","0","110000","110105","松榆西里4栋401室","17867923118","元姿钰","13197609966","侄女","1","0","0","[""异位妊娠"", ""支原体肺炎""]","[""异位妊娠"", ""支原体肺炎""]","1","2/8/1932","2","13/4/2022 21:25:58"
"1144","test116","123456","朱嵋馨","1","530000","110105","安贞西里5栋803室","13035344456","朱宗世","15243593100","外甥","1","1","0","[]","[]","1","14/4/1932","4","13/4/2022 21:25:58"
"1145","test117","123456","左怡婵","1","110000","110105","八里庄北里小区7栋702室","15190196291","左馨影","13837936664","表妹","1","0","0","[]","[]","1","15/2/1948","1","13/4/2022 21:25:58"
"1146","test118","123456","汤翱世","0","110000","110105","华贸城6栋201室","15241041324","汤惜","18483858707","爱人","1","0","0","[""阵发性室上性心动过速"", ""股骨颈骨折"", ""支气管哮喘"", ""脑梗死""]","[""阵发性室上性心动过速"", ""股骨颈骨折"", ""支气管哮喘"", ""脑梗死""]","1","15/10/1936","3","13/4/2022 21:25:58"
"1147","test119","123456","袁馨影","1","110000","110105","住欣家园6栋1502室","13575934790","袁姿宛","13754109131","外甥女表姐","0","1","0","[""脑血栓"", ""桡骨头半脱位""]","[""脑血栓"", ""桡骨头半脱位""]","1","10/8/1953","4","13/4/2022 21:25:58"
"1148","test120","123456","伏得仁","0","110000","110105","金隅丽景园7栋903室","13071436791","伏庥勇","15264164628","表兄","1","0","0","[""主动脉瓣狭窄"", ""卵巢肿瘤蒂扭转""]","[""主动脉瓣狭窄"", ""卵巢肿瘤蒂扭转""]","1","1/9/1946","3","13/4/2022 21:25:58"
"1149","test121","123456","卫冲","0","110000","110105","苹果社区南区11栋801室","13031562988","卫基境","18530605330","爱人","1","0","0","[""肺心病""]","[""肺心病""]","1","23/4/1955","2","13/4/2022 21:25:58"
"1150","test122","123456","于缘珊","1","710000","110105","炫特家园二期12栋1403室","18211354436","于馨影","18369336933","姐姐","1","0","0","[""前列腺增生""]","[""前列腺增生""]","1","18/9/1958","1","13/4/2022 21:25:58"
"1151","test123","123456","朱基才","0","110000","110105","国美第一城3号院4栋601室","13597495474","朱璎娴","17700642494","爱人","1","0","0","[""肾小球肾炎""]","[""肾小球肾炎""]","1","12/5/1938","1","13/4/2022 21:25:58"
"1152","test124","123456","贺宥屹","0","110000","110105","国美第一城3号院8栋1501室","18151344908","贺钊臣","15933594670","侄子","1","0","0","[""丹毒"", ""急性盆腔炎"", ""异位妊娠"", ""自身免疫性溶血性贫血""]","[""丹毒"", ""急性盆腔炎"", ""异位妊娠"", ""自身免疫性溶血性贫血""]","1","18/8/1948","3","13/4/2022 21:25:58"
"1153","test125","123456","康任","0","110000","110105","住欣家园7栋1501室","17777720058","康园","18909135973","爱人","1","0","0","[""结脑"", ""血胸"", ""心源性休克"", ""呼吸衰竭"", ""缺铁性贫血""]","[""结脑"", ""血胸"", ""心源性休克"", ""呼吸衰竭"", ""缺铁性贫血""]","1","12/2/1949","3","13/4/2022 21:25:58"
"1154","test126","123456","凌惜翠","1","110000","110105","北苑家园望春园6栋901室","15662379114","凌娅伊","15155355868","侄女","1","0","0","[""支气管扩张""]","[""支气管扩张""]","1","21/7/1934","1","13/4/2022 21:25:58"
"1155","test127","123456","吕依姝","1","110000","110105","芍药居北里7栋1602室","13622037743","吕得境","18180780377","外甥","1","0","0","[""缺铁性贫血""]","[""缺铁性贫血""]","1","25/5/1938","1","13/4/2022 21:25:58"
"1156","test128","123456","张峻钢","0","110000","110105","翠城馨园10栋401室","18857351366","张得仁","15630490512","外甥","1","0","0","[]","[]","1","7/12/1951","2","13/4/2022 21:25:58"
"1157","test129","123456","秦镜境","0","110000","110105","安贞西里6栋401室","18847634816","秦馨婵","17858899136","外孙女","1","0","0","[""脑栓塞""]","[""脑栓塞""]","1","26/2/1952","1","13/4/2022 21:25:58"
"1158","test130","123456","经冲宗","0","110000","110105","世华泊郡8栋302室","13169972264","经姃宛","15109784561","姐姐","1","0","0","[]","[]","1","15/1/1932","1","13/4/2022 21:25:58"
"1159","test131","123456","汤姝姗","1","110000","110105","北苑家园茉莉园6栋1101室","15802658479","汤朝","18139678392","外孙","1","0","0","[""左心衰""]","[""左心衰""]","1","12/3/1953","1","13/4/2022 21:25:58"
"1160","test132","123456","左璎珊","1","110000","110105","炫特家园二期7栋201室","18096629154","左翱才","13902138244","外甥","1","0","0","[""输尿管结石"", ""肾小球肾炎"", ""左心衰""]","[""输尿管结石"", ""肾小球肾炎"", ""左心衰""]","1","5/5/1934","3","13/4/2022 21:25:58"
"1161","test133","123456","茅馨","1","110000","110105","珠江帝景7栋1002室","18169042545","茅姿琬","18590000820","姐姐","1","1","0","[]","[]","1","14/1/1941","2","13/4/2022 21:25:58"
"1162","test134","123456","江珠缘","1","110000","110105","西坝河东里11栋201室","18605279004","江庥锋","18934511791","哥哥","1","1","0","[""肾癌"", ""肺结核"", ""桡骨头半脱位""]","[""肾癌"", ""肺结核"", ""桡骨头半脱位""]","1","17/8/1941","4","13/4/2022 21:25:58"
"1163","test135","123456","贾峻璈","0","110000","110105","北苑家园茉莉园3栋1303室","15884020236","贾勇境","13700415002","表兄","1","1","0","[""脑栓塞"", ""肱骨髁上骨折"", ""自身免疫性溶血性贫血""]","[""脑栓塞"", ""肱骨髁上骨折"", ""自身免疫性溶血性贫血""]","1","7/9/1951","4","13/4/2022 21:25:58"
"1164","test136","123456","孙姿诗","1","110000","110105","华威北里4栋1401室","13814408894","孙宥剑","13325537024","弟弟","1","0","0","[""心绞痛""]","[""心绞痛""]","1","26/8/1950","1","13/4/2022 21:25:58"
"1165","test137","123456","章翱羲","0","640000","110105","世华泊郡8栋703室","18398863543","章奭","18644149481","外孙","0","0","0","[]","[]","1","21/1/1947","2","13/4/2022 21:25:58"
"1166","test138","123456","穆冲绪","0","110000","110105","南沙滩小区12栋1402室","13076223285","穆宗峻","17832218074","表兄","1","1","0","[""结核性胸膜炎""]","[""结核性胸膜炎""]","1","23/3/1941","3","13/4/2022 21:25:58"
"1167","test139","123456","单玙","0","110000","110105","八里庄北里小区12栋1403室","15881263985","单姗怡","13698613203","外甥女表姐","1","0","0","[""阵发性室性心动过速"", ""大叶性肺炎""]","[""阵发性室性心动过速"", ""大叶性肺炎""]","1","26/3/1950","3","13/4/2022 21:25:58"
"1168","test140","123456","盛璎珊","1","110000","110105","华威北里2栋1401室","13088325342","盛嬿伊","17717664352","外孙女","0","1","0","[""肺结核"", ""缺铁性贫血"", ""脑梗死"", ""宫颈癌""]","[""肺结核"", ""缺铁性贫血"", ""脑梗死"", ""宫颈癌""]","1","16/12/1936","4","13/4/2022 21:25:58"
"1169","test141","123456","赵峤","0","330000","110105","北苑家园望春园4栋102室","15549317553","赵依珊","13865927136","表妹","0","0","0","[""肠结核"", ""结核性胸膜炎""]","[""肠结核"", ""结核性胸膜炎""]","1","4/1/1945","3","13/4/2022 21:25:58"
"1170","test142","123456","洪奎骥","0","110000","110105","北苑家园望春园3栋801室","15731141829","洪珊瑛","15369031714","孙女","1","0","0","[""肺心病"", ""支气管肺炎"", ""冠心病""]","[""肺心病"", ""支气管肺炎"", ""冠心病""]","1","21/5/1947","2","13/4/2022 21:25:58"
"1171","test143","123456","臧娴","1","110000","110105","八里庄北里小区12栋401室","13292560834","臧镔璈","18305418513","表兄","1","1","0","[""二尖瓣狭窄""]","[""二尖瓣狭窄""]","1","17/7/1948","3","13/4/2022 21:25:58"
"1172","test144","123456","潘嬿琬","1","110000","110105","农光里12栋1301室","18821483386","潘姃琬","13616719565","外甥女表姐","1","0","0","[""金色葡萄球菌肺炎""]","[""金色葡萄球菌肺炎""]","1","19/4/1939","2","13/4/2022 21:25:58"
"1173","test145","123456","吕姃燕","1","110000","110105","金隅丽景园10栋802室","13191946490","吕姃瑛","18083418912","外孙女","1","0","1","[""前列腺增生""]","[""前列腺增生""]","1","14/7/1952","4","13/4/2022 21:25:58"
"1174","test146","123456","凤奎羲","0","110000","110105","北苑家园望春园3栋103室","13282655862","凤逍","18917322539","弟弟","1","0","0","[""支气管肺炎"", ""肾癌""]","[""支气管肺炎"", ""肾癌""]","1","10/11/1958","2","13/4/2022 21:25:58"
"1175","test147","123456","娄姃瑛","1","110000","110105","炫特家园二期6栋1701室","15174108910","娄璎姿","15777156194","孙女","1","0","0","[]","[]","1","13/7/1935","2","13/4/2022 21:25:58"
"1176","test148","123456","杨音","0","710000","110105","万科星园7栋1602室","15630582621","杨镜仁","13500398055","侄子","1","0","1","[""异位妊娠"", ""特发性血小板减少紫癜""]","[""异位妊娠"", ""特发性血小板减少紫癜""]","1","6/5/1958","4","13/4/2022 21:25:58"
"1177","test149","123456","陶珊嫣","1","820000","110105","炫特家园二期6栋1603室","18063949264","陶姗宛","18051199058","外甥女表姐","0","0","0","[]","[]","1","3/4/1955","2","13/4/2022 21:25:58"
"1178","test150","123456","柯慈惜","1","110000","110105","东方雅苑7栋1303室","15075228394","柯朝","13572469510","爱人","0","0","0","[""结核性胸膜炎""]","[""结核性胸膜炎""]","1","21/3/1954","2","13/4/2022 21:25:58"
"1179","test151","123456","卫峻璈","0","110000","110105","世华泊郡7栋1702室","17749372892","卫怡姿","18948705106","外甥女表姐","1","0","0","[""肺栓塞"", ""支原体肺炎"", ""急性硬膜外血肿"", ""肩关节前脱位""]","[""肺栓塞"", ""支原体肺炎"", ""急性硬膜外血肿"", ""肩关节前脱位""]","1","17/5/1941","4","13/4/2022 21:25:58"
"1180","test152","123456","计基寿","0","110000","110105","珠江帝景6栋1103室","15339255344","计屹刚","17634168170","哥哥","1","0","0","[]","[]","1","1/7/1945","1","13/4/2022 21:25:58"
"1181","test153","123456","臧宛圆","1","110000","110105","世华泊郡10栋602室","18066887361","臧奎奎","13769112593","外孙","0","0","0","[]","[]","1","27/2/1945","2","13/4/2022 21:25:58"
"1182","test154","123456","娄姃依","1","710000","110105","东方雅苑5栋302室","15093581508","娄庥","13803115244","儿子","1","0","0","[""麻疹"", ""白血病""]","[""麻疹"", ""白血病""]","1","2/1/1953","2","13/4/2022 21:25:58"
"1183","test155","123456","江选剑","0","110000","110105","北苑家园茉莉园10栋102室","18008446092","江羲锋","13948074323","表兄","1","0","0","[""乙脑"", ""心梗""]","[""乙脑"", ""心梗""]","1","14/8/1933","2","13/4/2022 21:25:58"
"1184","test156","123456","潘姿翠","1","110000","110105","万科星园8栋1101室","13011199317","潘倩影","18239436476","外甥女表姐","1","0","0","[""急性盆腔炎""]","[""急性盆腔炎""]","1","18/9/1940","2","13/4/2022 21:25:58"
"1185","test157","123456","喻钊仕","0","110000","110105","世华泊郡8栋502室","15185622529","喻勇锴","18756536569","表兄","1","0","0","[""猩红热""]","[""猩红热""]","1","25/12/1958","1","13/4/2022 21:25:58"
"1186","test158","123456","邓姝翠","1","110000","110105","一线国际1栋702室","15691190713","邓宗冲","18104129777","哥哥","1","0","1","[""脑血栓"", ""乙脑""]","[""脑血栓"", ""乙脑""]","1","1/6/1956","4","13/4/2022 21:25:58"
"1187","test159","123456","毛嬿姃","1","110000","110105","苹果社区南区12栋1603室","13413235257","毛柔琬","17749696561","女儿","1","0","0","[""子宫肌瘤""]","[""子宫肌瘤""]","1","18/7/1962","1","13/4/2022 21:25:58"
"1188","test160","123456","水璎嬿","1","110000","110105","国美第一城3号院5栋602室","15252087678","水懿","18809982463","表兄","1","1","0","[""肺栓塞"", ""冠心病""]","[""肺栓塞"", ""冠心病""]","1","8/10/1949","3","13/4/2022 21:25:58"
"1189","test161","123456","钟宗山","0","110000","110105","炫特家园二期9栋1101室","18960239365","钟伟逵","17735713028","外孙","1","1","1","[""卵巢肿瘤"", ""阵发性室性心动过速""]","[""卵巢肿瘤"", ""阵发性室性心动过速""]","1","27/8/1934","4","13/4/2022 21:25:58"
"1190","test162","123456","毕怡慈","1","370000","110105","翠城馨园1栋1201室","13573406506","毕伟锋","18289145170","孙子","1","0","1","[]","[]","1","5/10/1952","3","13/4/2022 21:25:58"
"1191","test163","123456","凌璎纾","1","110000","110105","国美第一城3号院1栋1601室","18213729011","凌姗姃","15952485172","爱人","1","0","0","[]","[]","1","1/10/1937","2","13/4/2022 21:25:58"
"1192","test164","123456","徐嵩","0","110000","110105","柏林爱乐二期1栋601室","18972519185","徐姃倩","13293283211","妹妹","1","0","0","[""软组织急性化脓性感染""]","[""软组织急性化脓性感染""]","1","21/8/1943","1","13/4/2022 21:25:58"
"1193","test165","123456","狄庥羲","0","110000","110105","北苑家园望春园4栋602室","15171707936","狄宗生","17732893422","弟弟","1","0","0","[]","[]","1","13/10/1958","2","13/4/2022 21:25:58"
"1194","test166","123456","盛珊婵","1","110000","110105","西坝河东里1栋402室","13522736058","盛宗奎","18241316151","爱人","0","0","0","[""右心衰"", ""心梗""]","[""右心衰"", ""心梗""]","1","24/1/1939","2","13/4/2022 21:25:58"
"1195","test167","123456","鲍惜","1","110000","110105","华威北里7栋1503室","18357942785","鲍怡钰","18963939812","姐姐","1","1","0","[""乙肝"", ""肾小球肾炎""]","[""乙肝"", ""肾小球肾炎""]","1","2/9/1956","3","13/4/2022 21:25:58"
"1196","test168","123456","严瑜","0","110000","110105","万科星园11栋1403室","18895767512","严姃宛","18077120590","爱人","1","0","0","[""风疹"", ""脑疝""]","[""风疹"", ""脑疝""]","1","8/11/1934","3","13/4/2022 21:25:58"
"1197","test169","123456","昝情惜","1","110000","110105","珠江帝景12栋1403室","18769363004","昝姗婵","13269084325","侄女","1","0","0","[""流脑""]","[""流脑""]","1","11/5/1934","1","13/4/2022 21:25:58"
"1198","test170","123456","赵璎伊","1","110000","110105","松榆西里8栋701室","13588833494","赵琇","18282211776","孙子","1","0","0","[]","[]","1","26/9/1943","1","13/4/2022 21:25:58"
"1199","test171","123456","皮玮","0","110000","110105","北苑家园望春园11栋1703室","15700586547","皮靓","18475652648","侄女","1","0","0","[]","[]","1","6/6/1943","1","13/4/2022 21:25:58"
"1200","test172","123456","季镜寿","0","110000","110105","世华泊郡1栋1701室","17657560610","季姃靓","15017822069","侄女","0","0","0","[""急性硬膜外血肿"", ""乙肝"", ""下尿路感染"", ""尿路感染""]","[""急性硬膜外血肿"", ""乙肝"", ""下尿路感染"", ""尿路感染""]","1","6/12/1944","3","13/4/2022 21:25:58"
"1201","test173","123456","齐纾缘","1","110000","110105","一线国际1栋1301室","15252265836","齐选才","15215553576","儿子","1","1","0","[]","[]","1","6/7/1936","2","13/4/2022 21:25:58"
"1202","test174","123456","湛选钧","0","110000","110105","国美第一城3号院7栋201室","15098660283","湛怡琬","15234588644","侄女","1","0","0","[""急性硬膜外血肿""]","[""急性硬膜外血肿""]","1","8/3/1952","1","13/4/2022 21:25:58"
"1203","test175","123456","强燕燕","1","110000","110105","世华泊郡5栋1503室","18951595644","强情馨","15273182989","姐姐","1","0","0","[""支气管肺炎"", ""结核性胸膜炎""]","[""支气管肺炎"", ""结核性胸膜炎""]","1","9/5/1948","2","13/4/2022 21:25:58"
"1204","test176","123456","毕怡璎","1","110000","110105","北苑家园茉莉园3栋701室","13970347741","毕伍峻","18779679373","爱人","1","0","0","[""乙肝"", ""大叶性肺炎"", ""二尖瓣狭窄""]","[""乙肝"", ""大叶性肺炎"", ""二尖瓣狭窄""]","1","7/10/1947","2","13/4/2022 21:25:58"
"1205","test177","123456","蓝钊璈","0","110000","110105","金隅丽景园3栋1102室","18708613289","蓝刚锐","17618841177","表兄","0","0","0","[""猩红热""]","[""猩红热""]","1","20/8/1961","2","13/4/2022 21:25:58"
"1206","test178","123456","杨依姗","1","110000","110105","华威北里6栋1003室","18302010813","杨慈情","15698709002","侄女","1","0","0","[""髋关节后脱位"", ""结核性腹膜炎"", ""心源性休克"", ""子宫肌瘤""]","[""髋关节后脱位"", ""结核性腹膜炎"", ""心源性休克"", ""子宫肌瘤""]","1","22/3/1943","2","13/4/2022 21:25:58"
"1207","test179","123456","项倩瑛","1","110000","110105","国美第一城3号院6栋1503室","18001534549","项峻伍","18610931560","外甥","1","0","0","[""再生障碍性贫血"", ""异位妊娠"", ""佝偻病"", ""化脑""]","[""再生障碍性贫血"", ""异位妊娠"", ""佝偻病"", ""化脑""]","1","23/12/1960","2","13/4/2022 21:25:58"
"1208","test180","123456","昌馨娴","1","110000","110105","金隅丽景园2栋101室","15220547297","昌奎铨","18661084698","表兄","1","0","0","[""皮下急性蜂窝织炎""]","[""皮下急性蜂窝织炎""]","1","26/6/1957","1","13/4/2022 21:25:58"
"1209","test181","123456","明阳","0","230000","110105","东方雅苑9栋502室","18060879159","明宗宥","17805460311","哥哥","1","0","0","[""肺栓塞"", ""化脑""]","[""肺栓塞"", ""化脑""]","1","19/2/1953","2","13/4/2022 21:25:58"
"1210","test182","123456","黄钊臣","0","110000","110105","八里庄北里小区3栋1702室","13125201299","黄柔诗","15987740906","外孙女","1","0","0","[""再生障碍性贫血"", ""艾滋病"", ""肩关节前脱位"", ""肱骨髁上骨折"", ""甲肝""]","[""再生障碍性贫血"", ""艾滋病"", ""肩关节前脱位"", ""肱骨髁上骨折"", ""甲肝""]","1","26/7/1962","3","13/4/2022 21:25:58"
"1211","test183","123456","戚依","1","110000","110105","金隅丽景园5栋1202室","15019271408","戚镜伍","18096442837","外孙","1","0","0","[""桡骨远端骨折"", ""宫颈癌""]","[""桡骨远端骨折"", ""宫颈癌""]","1","28/4/1948","2","13/4/2022 21:25:58"
"1212","test184","123456","袁庥硕","0","820000","110105","珠江帝景1栋602室","13593426192","袁姿翠","18021971195","侄女","1","0","0","[""肾结核""]","[""肾结核""]","1","20/8/1936","2","13/4/2022 21:25:58"
"1213","test185","123456","柳依姝","1","230000","110105","万科星园5栋1701室","18004824652","柳基铨","18575075610","侄子","1","0","0","[""病脑"", ""肾盂肾炎""]","[""病脑"", ""肾盂肾炎""]","1","25/11/1951","2","13/4/2022 21:25:58"
"1214","test186","123456","何宛慈","1","110000","110105","世华泊郡9栋201室","15676406605","何姃伊","15334416553","姐姐","1","0","0","[""主动脉瓣狭窄""]","[""主动脉瓣狭窄""]","1","3/10/1946","1","13/4/2022 21:25:58"
"1215","test187","123456","袁姃琬","1","110000","110105","华贸城4栋402室","15314973579","袁怡圆","17802519888","姐姐","1","0","0","[""大叶性肺炎""]","[""大叶性肺炎""]","1","2/5/1946","2","13/4/2022 21:25:58"
"1216","test188","123456","章刚生","0","110000","110105","一线国际2栋402室","18503564549","章姃婵","13703304681","女儿","1","0","0","[""肾小球肾炎"", ""冠心病"", ""风疹"", ""脑栓塞""]","[""肾小球肾炎"", ""冠心病"", ""风疹"", ""脑栓塞""]","1","28/5/1959","4","13/4/2022 21:25:58"
"1217","test189","123456","计嫣惜","1","110000","110105","北苑家园茉莉园8栋201室","13150858291","计疆锐","18947614970","儿子","1","0","1","[""肩关节前脱位"", ""乙脑""]","[""肩关节前脱位"", ""乙脑""]","1","10/4/1944","4","13/4/2022 21:25:58"
"1218","test190","123456","万燕靓","1","120000","110105","华贸城10栋1201室","13509626839","万姃伊","18313586660","侄女","1","0","0","[""佝偻病""]","[""佝偻病""]","1","11/12/1962","1","13/4/2022 21:25:58"
"1219","test191","123456","杭钰","1","110000","110105","一线国际6栋803室","13245959308","杭艳宛","15881033149","侄女","1","1","0","[]","[]","1","1/6/1942","2","13/4/2022 21:25:58"
"1220","test192","123456","时羲剑","0","110000","110105","北苑家园望春园10栋102室","13521264508","时柔翠","17780934113","姐姐","1","0","0","[""支原体肺炎"", ""风疹""]","[""支原体肺炎"", ""风疹""]","1","20/12/1961","3","13/4/2022 21:25:58"
"1221","test193","123456","虞艳姃","1","110000","110105","芍药居北里9栋1401室","18690564716","虞镜钧","18129507887","爱人","1","0","0","[]","[]","1","11/12/1936","1","13/4/2022 21:25:58"
"1222","test194","123456","莫崇生","0","110000","110105","东方雅苑12栋1203室","15878807489","莫柔燕","18847748914","孙女","1","0","0","[]","[]","1","28/1/1936","1","13/4/2022 21:25:58"
"1223","test195","123456","王柔娴","1","110000","110105","世华泊郡8栋201室","13989743497","王姃伊","15130713430","爱人","0","0","0","[""股骨颈骨折"", ""急疹"", ""艾滋病"", ""支气管哮喘""]","[""股骨颈骨折"", ""急疹"", ""艾滋病"", ""支气管哮喘""]","1","22/3/1953","4","13/4/2022 21:25:58"
"1224","test196","123456","梅柔诗","1","410000","110105","世华泊郡6栋201室","15992427630","梅勇奎","18449008244","儿子","0","0","0","[""丙肝"", ""左心衰"", ""肺心病"", ""髋关节后脱位"", ""阵发性室性心动过速""]","[""丙肝"", ""左心衰"", ""肺心病"", ""髋关节后脱位"", ""阵发性室性心动过速""]","1","15/4/1935","4","13/4/2022 21:25:58"
"1225","test197","123456","金嬿靓","1","330000","110105","农光里8栋1501室","18348890129","金宗寿","15712358617","哥哥","1","1","0","[""股骨颈骨折""]","[""股骨颈骨折""]","1","5/7/1939","4","13/4/2022 21:25:58"
"1226","test198","123456","诸姗琬","1","110000","110105","农光里12栋903室","15041346781","诸娅伊","15873951640","外孙女","1","0","0","[""结脑"", ""主动脉瓣狭窄"", ""自身免疫性溶血性贫血"", ""特发性血小板减少紫癜"", ""肺癌""]","[""结脑"", ""主动脉瓣狭窄"", ""自身免疫性溶血性贫血"", ""特发性血小板减少紫癜"", ""肺癌""]","1","5/6/1951","4","13/4/2022 21:25:58"
"1227","test199","123456","萧宛宛","1","110000","110105","西坝河东里6栋102室","13731792770","萧燕燕","15591287520","妹妹","1","0","0","[]","[]","1","23/3/1955","1","13/4/2022 21:25:58"
"1228","test200","123456","洪宗生","0","110000","110105","南沙滩小区3栋1302室","13120405507","洪城","17637317919","侄子","0","0","0","[""脑疝"", ""再生障碍性贫血""]","[""脑疝"", ""再生障碍性贫血""]","1","27/6/1952","2","13/4/2022 21:25:58"
"1229","test201","123456","何璎缘","1","110000","110105","世华泊郡11栋1503室","13140604054","何选锴","13995332048","哥哥","1","1","0","[]","[]","1","9/8/1958","2","13/4/2022 21:25:58"
"1230","test202","123456","张刚璈","0","110000","110105","东方雅苑10栋1001室","13809587200","张勇","18447373369","孙子","1","0","0","[""肩关节前脱位""]","[""肩关节前脱位""]","1","28/12/1955","1","13/4/2022 21:25:58"
"1231","test203","123456","胡祥铨","0","110000","110105","南沙滩小区11栋203室","13550256329","胡伟","18354325471","外孙","1","0","0","[""脑血栓"", ""脑疝"", ""支原体肺炎""]","[""脑血栓"", ""脑疝"", ""支原体肺炎""]","1","27/7/1945","2","13/4/2022 21:25:58"
"1232","test204","123456","熊冲宗","0","110000","110105","北苑家园茉莉园2栋803室","18495503924","熊亿","18072224636","弟弟","1","1","0","[""风疹"", ""急性淋巴管炎"", ""结核性腹膜炎"", ""蛛网膜下腔出血""]","[""风疹"", ""急性淋巴管炎"", ""结核性腹膜炎"", ""蛛网膜下腔出血""]","1","5/10/1941","4","13/4/2022 21:25:58"
"1233","test205","123456","卜庥伍","0","110000","110105","华威北里7栋201室","13575707268","卜姿燕","18482434985","外孙女","1","0","0","[""阵发性室上性心动过速"", ""卵巢肿瘤蒂扭转""]","[""阵发性室上性心动过速"", ""卵巢肿瘤蒂扭转""]","1","6/9/1951","2","13/4/2022 21:25:58"
"1234","test206","123456","田丞","0","110000","110105","北苑家园望春园2栋102室","13441646818","田钊","17812587274","孙子","1","1","0","[""异位妊娠"", ""阵发性室性心动过速"", ""乙肝"", ""股骨颈骨折""]","[""异位妊娠"", ""阵发性室性心动过速"", ""乙肝"", ""股骨颈骨折""]","1","19/8/1936","4","13/4/2022 21:25:58"
"1235","test207","123456","卢诚","0","110000","110105","农光里2栋1101室","18749244581","卢得世","13625283387","孙子","1","0","0","[""病脑""]","[""病脑""]","1","28/5/1962","1","13/4/2022 21:25:58"
"1236","test208","123456","喻选忍","0","110000","110105","柏林爱乐二期9栋201室","18073481915","喻捷屹","15205303042","外甥","1","0","1","[""股骨颈骨折"", ""阵发性室上性心动过速""]","[""股骨颈骨折"", ""阵发性室上性心动过速""]","1","25/11/1957","4","13/4/2022 21:25:58"
"1237","test209","123456","董玙","0","110000","110105","松榆西里4栋502室","18884686690","董奎硕","13461887210","侄子","1","1","0","[]","[]","1","21/11/1939","2","13/4/2022 21:25:58"
"1238","test210","123456","和宛依","1","110000","110105","北苑家园望春园9栋702室","18615556314","和信","13231890748","外孙","1","0","0","[]","[]","1","5/1/1955","1","13/4/2022 21:25:58"
"1239","test211","123456","傅鑫","0","110000","110105","珠江帝景7栋1503室","13098938763","傅得剑","15365164112","孙子","1","0","0","[""支原体肺炎""]","[""支原体肺炎""]","1","17/4/1936","2","13/4/2022 21:25:58"
"1240","test212","123456","杨镜捷","0","110000","110105","翠城馨园2栋103室","13304018294","杨宗","18545350423","哥哥","1","1","0","[""尿路感染"", ""慢性肾盂肾炎急性发作""]","[""尿路感染"", ""慢性肾盂肾炎急性发作""]","1","19/2/1962","3","13/4/2022 21:25:58"
"1241","test213","123456","昝瑷","0","110000","110105","住欣家园1栋401室","13960831536","昝垚","15793260253","外甥","1","0","0","[""病脑"", ""肋骨骨折""]","[""病脑"", ""肋骨骨折""]","1","18/1/1932","2","13/4/2022 21:25:58"
"1242","test214","123456","孙庥骥","0","110000","110105","柏林爱乐二期1栋501室","13786370305","孙姗缘","13451944673","孙女","1","0","0","[""风疹""]","[""风疹""]","1","18/5/1960","2","13/4/2022 21:25:58"
"1243","test215","123456","汤姿宛","1","110000","110105","八里庄北里小区3栋502室","15806379808","汤姗姝","18718244804","女儿","1","0","0","[""皮下急性蜂窝织炎"", ""结核性胸膜炎"", ""心源性休克"", ""肩关节前脱位"", ""肾癌""]","[""皮下急性蜂窝织炎"", ""结核性胸膜炎"", ""心源性休克"", ""肩关节前脱位"", ""肾癌""]","1","10/9/1937","3","13/4/2022 21:25:58"
"1244","test216","123456","于珊伊","1","110000","110105","华贸城1栋1303室","18250161859","于嵋伊","18510210833","侄女","0","0","0","[""肩关节前脱位"", ""输尿管结石""]","[""肩关节前脱位"", ""输尿管结石""]","1","23/10/1949","3","13/4/2022 21:25:58"
"1245","test217","123456","康柔慈","1","110000","110105","东方雅苑4栋1601室","13132408773","康倩翠","15168658298","表妹","1","0","0","[""卵巢肿瘤蒂扭转"", ""桡骨头半脱位""]","[""卵巢肿瘤蒂扭转"", ""桡骨头半脱位""]","1","24/9/1945","3","13/4/2022 21:25:58"
"1246","test218","123456","魏伍仕","0","110000","110105","柏林爱乐二期3栋502室","13539478842","魏姗宛","13839904871","女儿","1","0","0","[""缺铁性贫血"", ""右心衰"", ""异位妊娠"", ""肺心病""]","[""缺铁性贫血"", ""右心衰"", ""异位妊娠"", ""肺心病""]","1","16/12/1949","4","13/4/2022 21:25:58"
"1247","test219","123456","夏彩瑛","1","110000","110105","东方雅苑11栋1703室","18366709173","夏姗宛","13983942852","妹妹","1","0","0","[""大叶性肺炎"", ""风疹"", ""异位妊娠""]","[""大叶性肺炎"", ""风疹"", ""异位妊娠""]","1","8/9/1951","3","13/4/2022 21:25:58"
"1248","test220","123456","盛彩婵","1","110000","110105","世华泊郡7栋1203室","18161544170","盛姗韵","15099478868","孙女","1","1","0","[]","[]","1","12/12/1947","4","13/4/2022 21:25:58"
"1249","test221","123456","曹奎忍","0","110000","110105","华威北里8栋1701室","13817697917","曹柔嬿","18117084608","孙女","1","0","0","[""肾衰""]","[""肾衰""]","1","9/8/1961","1","13/4/2022 21:25:58"
